"59"," Trump's Twitter account restored by Musk","Mike Blake/Reuters","Elon Musk reinstated the Twitter account of former President Donald Trump on Saturday night. Elon Musk reinstates Trump's Twitter account DACA advocates pressure Democrats in Congress to pass DACA legislation Rhode Island representative will invoke the 14th amendment to bar Donald Trump from running for president Investigators baffled in mysterious killings of 4 Idaho college students Trump lashes out over special counsel appointment in criminal investigations Young girl hit killed by truck duri","2022-11-20","03:15:00","msn.com"
"60"," Rep. Kinzinger responds to Pence's refusal to testify on Jan. 6","  ","On CNN's State of the Union January 6 Committee member Rep. Adam Kinzinger joins Jake Tapper to discuss Donald Trump's return to Twitter Mike Pence's GOP balancing act and Rep. Kevin McCarthy's attempt to lock down the votes to become House Speaker.","2022-11-20","16:43:47","cnn.com"
"61"," Cruz slams 'politicized' Biden DOJ for appointing Trump special counsel: 'Absolutely disgraceful'","Brooke Singman","LAS VEGAS “ FIRST ON FOX: Sen. Ted Cruz slammed the Biden administration saying it has thoroughly politicized and weaponized the Justice Department while telling Fox News that the appointment of a special counsel to investigate former President Trump is absolutely disgraceful.Attorney General Merrick Garland on Friday appointed former Justice Department official Jack Smith to the role of special counsel to investigate the entirety of the criminal probe into the retention of presidential records held at Trump's Mar-a-Lago home.","2022-11-19","22:15:45","foxnews.com"
"62"," Senate Republicans at odds over who's to blame for midterm losses","Cami Mondeaux","As Republicans grapple with the disappointment of their lackluster midterm performance party leaders are at odds over what or who is to blame for their failure to capture the majority in the Senate. Despite projections that the GOP was favored to seize control of both chambers of Congress Republicans were dismayed as they failed to capture the Senate and clinched only a slim majority in the House. Senate Republicans spent roughly three hours on Tuesday in a GOP conference lunch reflecting on the election results exposing tensions among Republicans over what exactly went wrong.","2022-11-19","10:00:00","msn.com"
"63"," CNN legal analyst breaks down why he thinks Garland chose Smith","  ","CNN's Elie Honig weighs in on Attorney General Merrick Garland's appointment of Jack Smith as special counsel to oversee the criminal investigations into the retention of national defense information at former President Donald Trump's Mar-a-Lago resort and parts of the January 6 2021 insurrection.","2022-11-18","20:57:34","cnn.com"
"64"," NAACP chief slammed Elon Musk's 'garbage poll' and called for advertisers to pause Twitter spending after Trump reinstated","mjankowicz@businessinsider.com","The historic Deauville Hotel in Miami Beach Florida was demolished on November 13 after standing for 65 years. The 17-story historic hotel built in 1957 at 6701 Collins Avenue was demolished by the city ” crumbling after a few explosions. The hotel had fallen into disrepair in recent years following an electrical fire that forced it to close its doors in 2017 The Associated Press reported. In its heyday the hotel hosted a speech by President John F. Kennedy and a performance by The Beatles among other notable figures.","2022-11-20","17:30:00","msn.com"
"65"," â€˜This is communism': Eric Trump freaks out over DOJ special counsel Jack Smith","Bob Brigham","Trump Organization executive vice president Eric Trump used the word communism to complain about the special counsel investigating his father former President Donald Trump. On Friday Attorney General Merrick Garland appointed Jack Smith as special counsel to oversee two ongoing criminal investigations into the former president. Load Error The first is the investigation as described in court filings in the District of Columbia into whether any person or entity unlawfully interfered with the transfer of power following the 2020 presidential election or the certification of the Electoral College vote held on or about January 6 2021 DOJ explained.","2022-11-19","01:45:00","msn.com"
"66"," Musk Starts Twitter Poll on Reinstating Ex-President Trump","Tim Smith","(Bloomberg) -- Elon Musk has asked his more than 116 million Twitter followers whether former President Donald Trump should be reinstated on the social media site. Most Read from Bloomberg With 22 hours left the poll has already had more than 2.3 million votes with about 59% of respondents voting yes down from as high as 64%. Musk said earlier Friday that there hadn't been a decision made on Trump's account but he did reinstate accounts tied to conservative media personality Jordan Peterson and satirical website Babylon Bee.","2022-11-19","02:30:00","msn.com"
"67"," AOC responds to Elon Musk's poll to reinstate Trump's Twitter","  ","While Elon Musk tinkers with Twitter and teases the possible reinstatement of Donald Trump Rep. Alexandria Ocasio-Cortez issued a public reminder of the violent insurrection incited by the former president during his last days on the platform. Load Error Musk whose takeover of the company has prompted hundreds of employee departures and resignations issued a poll on Friday asking users whether they want the embattled former president back on the social media platform. Idk man last time he was here this platform was used to incite an insurrection multiple people died the Vice President of the United States was nearly assassinated and hundreds were injured but I guess that's not enough for you to answer the question.","2022-11-19","17:45:00","msn.com"
"68"," White House bid still on table for Nikki Haley as she calls for 'younger generation to lead'","David M. Drucker","LAS VEGAS ” Nikki Haley was to tell a gathering of Republican activists gathered to vet potential presidential contenders the party needs a course correction the latest signal from the former ambassador that she is mulling a 2024 bid. In excerpts of Haley's speech to the Republican Jewish Coalition scheduled for delivery Saturday evening she takes the GOP to task for repeated electoral failures. Haley hints at the problems that prevented Republicans from capitalizing on a favorable political environment in the midterm elections while also referring to the party's failure to win the national popular vote in seven out of the last eight presidential contests.","2022-11-20","05:15:00","msn.com"
"69"," Capitol rioter who said he wanted Trump's 'approval' gets three years in Jan. 6 case","Ryan J. Reilly","WASHINGTON ” A Donald Trump fan who was convicted on all counts after telling jurors that he thought he was following presidential orders when he stole a liquor bottle and a coat rack from the U.S. Capitol on Jan. 6 was sentenced to three years in federal prison on Friday. Dustin Thompson a college-educated Ohio man who testified that he believed Trump's lies about the 2020 election was convicted on six charges in April after he told jurors he was seeking Trump's respect and approval on Jan.","2022-11-18","17:30:00","msn.com"
"70"," Elon Musk reinstates former President Donald Trump's Twitter account","David Ingram","SAN FRANCISCO ” Twitter's new owner Elon Musk announced Saturday that former President Donald Trump will be allowed to return to the social media platform nearly two years after the company suspended him citing his role in the Jan. 6 riot at the U.S. Capitol. The platform's CEO announced the decision Saturday evening after allowing his Twitter followers and others to vote on whether to reinstate the former president with nearly 52% of those weighing in favoring Trump's return. Load Error The people have spoken Must tweeted.","2022-11-20","02:00:00","msn.com"
"71"," Merrick Garland Appoints Special Counsel to Mull Charges for Trump","Nikki Mccann Ramirez","Attorney General Merrick Garland has appointed former Department of Justice Public Integrity Section Chief Jack Smith as special counsel to determine whether criminal charges stemming from Justice Department investigations should be brought against Donald Trump.   Garland announced in a Friday briefing that Smith will determine if 'any person or entity unlawfully interfered with the transfer of power following the 2020 presidential election or with the certification of electoral college vote held on or about Jan.","2022-11-18","18:45:16","rollingstone.com"
"72"," Pelosi had â€˜a career to be proud of","Olivia Olander","Former House Speaker Paul Ryan praised outgoing Speaker Nancy Pelosi on Sunday even as he acknowledged his policy differences with her. Obviously she and I usually disagree on things but first woman speaker ” a career to be proud of Ryan said on ABC's This Week. Load Error Pelosi served two stints of four years as speaker both before and immediately after Ryan's two terms in the role. It's an impressive legacy Ryan told host Jonathan Karl. The Republican also said he's been thinking about her husband Paul a lot these days.","2022-11-20","17:00:00","msn.com"
"73"," Attorney General Merrick Garland names special counsel in Justice Dept.'s Trump probes","Ken Dilanian","WASHINGTON ” Former President Donald Trump will be the subject of a second special counsel investigation this one focused on his handling of classified documents found at his Mar-a-Lago home and key aspects of the investigation into his role in the Jan. 6 attack on the Capitol a senior Justice Department official told NBC News on Friday. Attorney General Merrick Garland is expected to make the announcement at a news conference on Friday afternoon at Justice Department headquarters. The news was first reported by the Wall Street Journal.","2022-11-18","19:30:00","msn.com"
"74"," DeSantis Makes Pitch to Republicans Looking to Move From Trump","Mark Niquette","(Bloomberg) -- Governor Ron DeSantis portrayed his record in Florida as a blueprint for the US as some Republicans see him as a alternative to Donald Trump telling a group of donors and activists 'we've got a lot more to do and I have only begun to fight.' Most Read from Bloomberg DeSantis didn't mention the 2024 presidential race he's widely expected to enter in a speech on Saturday night at the Republican Jewish Coalition meeting in Las Vegas but he detailed the extent of his landslide re-election victory on Nov.","2022-11-20","08:00:00","msn.com"
"75"," Schiff says â€˜evidence is there' to make a criminal referral against Trump","Olafimihan Oshin","Rep. Adam Schiff (D-Calif.) said on Sunday that he believes there is 'evidence' for the House select committee investigating the Jan 6. 2021 attack at the Capitol to make a criminal referral against former President Trump. 'But I can say that I think Judge Carter in California who analyzed just one small piece of this concluded that the former president and others were engaged or there was evidence they were engaged in a criminal conspiracy evidence they were engaged in an effort to stop an official proceeding the Joint Session'  Schiff a member of the Jan 6.","2022-11-20","18:15:00","msn.com"
"76"," Garland names special counsel to lead Trump-related probes","Eric Tucker","Comment on this story Comment Gift Article Share  WASHINGTON ” Attorney General Merrick Garland named a special counsel on Friday to oversee the Justice Department's investigation into the presence of classified documents at former President Donald Trump's Florida estate as well as key aspects of a separate probe involving the Jan. 6 2021 insurrection and efforts to undo the 2020 election.  The move being announced just three days after Trump formally launched his 2024 candidacy is a recognition of the unmistakable political implications of two investigations that involve not only a former president but also a current White House hopeful.","2022-11-18","18:42:39","washingtonpost.com"
"77"," What Happened When People Tried Leaving Trump's Big Announcement Before He Was Finished","Tessa Somberg","Yesterday Donald Trump announced that he's running for president again in 2024 ending months of speculation about his future plans. Serving two non-consecutive terms would be highly unusual as just one other US president in history has done so according to CNN. Trump's big announcement speech which was televised from his Mar-a-Lago resort in Florida ” notably the same place the FBI recovered more than 300 classified documents following the execution of a search warrant in August per The New York Times ” was also loaded with inaccuracies per CNN.","2022-11-18","10:15:00","msn.com"
"78"," DeSantis Pitches Republicans Looking to Move From Trump","Mark Niquette","(Bloomberg) -- Ron DeSantis painted a picture of his conservative governorship of Florida as a nationwide model for Republican faithful seeking to reaffirm a burgeoning GOP wing calling for him to take the party's reins from Donald Trump. Most Read from Bloomberg DeSantis didn't mention the former president or the 2024 presidential race he's widely expected to enter in a speech on Saturday night at the Republican Jewish Coalition meeting in Las Vegas. But he detailed the extent of his landslide re-election victory on Nov.","2022-11-20","18:00:00","msn.com"
"79"," Former senior GOP aide convicted of funneling illegal Russian money to Trump campaign","Brady Knox","A former senior Republican operative was convicted of helping a Russian national funnel funds to Donald Trump's 2016 presidential campaign. Jesse Benton 45 was found guilty of helping concoct the scheme on behalf of Russian millionaire Roman Vasilenko the Washington Post reported. Benton schemed with another political operative to funnel $25000 from Vasilenko to Trump through himself while pocketing an additional $75000 from the Russian businessman the Justice Department wrote. With that money Vasilenko was able to attend a Republican National Committee event where he met and got a picture with Trump.","2022-11-18","07:30:00","msn.com"
"80"," Republicans reconsider ballot harvesting and early voting amid midterm losses","Sarah Westwood","After Democrats defied historical trends and political expectations in the midterm elections some Republicans are reconsidering their party's resistance to ballot harvesting voting by mail and extensive early voting periods. The GOP has fought in several states to roll back changes to election law that became widespread during the pandemic such as unlimited voting by mail and the proliferation of ballot drop boxes. Republicans have rejected ballot harvesting in particular as a threat to election integrity.","2022-11-20","11:15:00","msn.com"
"81"," WATCH: Attorney General Merrick Garland names special counsel to lead Trump-related probes","Eric Tucker","Politics Updated on Nov 18 2022 2:39 PM EST ” Published on Nov 18 2022 1:52 PM EST WASHINGTON (AP) ” Attorney General Merrick Garland named a special counsel on Friday to oversee the Justice Department's investigation into the presence of classified documents at former President Donald Trump's Florida estate as well as key aspects of a separate probe involving the Jan. 6 2021 insurrection and efforts to undo the 2020 election. Watch Garland's remarks in the player above. The move being announced just three days after Trump formally launched his 2024 candidacy is a recognition of the unmistakable political implications of two investigations that involve not only a former president but also a current White House hopeful.","2022-11-18","18:52:49","pbs.org"
"82"," Trump portrayed as a 'loser' by 2024 rivals courting his big donors at Las Vegas conference","jzitser@businessinsider.com","Since leaving Washington DC in January 2021 Donald Trump has lined the coffers of his several post-president political action committees ” Save America PAC Make America Great Again PAC and the Save America Joint Fundraising Committee among them ” with tens of millions of dollars sometimes sending prospective donors two or three email and text message fundraising solicitations each day. And now that he's running for president again in 2024 he's continuing his fundraising ways for his new presidential campaign committee.","2022-11-19","14:45:00","msn.com"
"83"," Pence","  ","Former Vice President Mike Pence dodged questions about Donald Trump's character and fitness for office in a recent wide-ranging interview with NBC News following the former president's 2024 announcement. Load Error While Pence addressed the deadly insurrection at the Capitol on January 6 2021 “ during which rioters called for him to be hanged while Trump privately said Mike deserves it “ he stopped short of clearly stating whether he thinks Trump is fit to serve. He instead focused on the policies of their administration during his conversation with Chuck Todd in a Meet the Press interview that aired Sunday on NBC News.","2022-11-20","20:15:00","msn.com"
"84"," Elon Musk just let Trump back on Twitter","Shirin Ghaffary","Donald Trump is allowed back on his longtime social media app of choice: Twitter. Twitter's new CEO and owner Elon Musk announced the decision in a tweet on Saturday evening in a reversal of the company's previous permanent suspension of the former president. The decision comes just days after Trump announced his candidacy for president in the 2024 election. The people have spoken. Trump will be reinstated. Vox Populi Vox Dei. https://t.co/jmkhFuyfkv Musk's tweet followed a poll he had posted Friday on Twitter saying 'Reinstate former President Trump' that let users vote 'Yes' or 'No.","2022-11-20","03:30:00","msn.com"
"85"," If our political and legal systems worked","Jill Lawrence","There's no more definitive indictment of the U.S. legal and political systems than Donald Trump's entry into the 2024 presidential race a week after his Big Lie candidates crushed Republican hopes and dreams nationwide. You'd think by now there would be another way to use the words Trump and indictment in the same sentence. But no. All through his seven-plus years on the national political stage Trump has demonstrated that despite our fondest fantasies about American exceptionalism and peaceful transfers of power some people are above the law the Constitution and the oaths they take to hold high office.","2022-11-18","09:00:06","yahoo.com"
"86"," JESSE WATTERS: Why is the DOJ suddenly appointing a Trump special counsel?","JESSE WATTERS","Fox News host Jesse Watters asks about the timing of the Trump special counsel investigation on Jesse Watters Primetime. Rep. Swalwell says Dems are ready for the battle following GOP House takeover Elizabeth Holmes Sentenced To 11 Years And 3 Months In Prison More from Jackie about the jury deliberations FTX's Bankruptcy: Three Things to Know Theranos Founder Elizabeth Holmes Sentenced to More Than 11 Years in Prison MTP NOW Nov. 18 ” DOJ appoints special counsel for Trump investigations; Rep.","2022-11-19","02:45:00","msn.com"
"87"," Ron DeSantis receives multiple standing ovations at first major GOP 2024 presidential cattle call","Paul Steinhauser","Historic compensation deal approved at COP27 Nancy Pelosi's Legacy and Final Political Masterclass Underwhelming midterms performance sparks GOP blame game Biden's granddaughter holds wedding at White House Musk to restore Trump to Twitter after online poll Elon Musk reinstates Trump's Twitter account DACA advocates pressure Democrats in Congress to pass DACA legislation Rhode Island representative will invoke the 14th amendment to bar Donald Trump from running for president Investigators baffled in mysterious killings of 4 Idaho college students Trump lashes out over special counsel appointment in criminal investigations Young girl hit killed by truck during Raleigh holiday parade CBS Weekend News headlines for Saturday November 19 2022 Will right-wing media still cover for Trump? What Jack Smith will bring to the federal Trump investigations Twitter limps on gutted by Musk layoffs Lauren SÃ¡nchez says she's going to space with an all-female crew in 2023 Florida Gov.","2022-11-20","10:45:00","msn.com"
"88"," As Trump launches 2024 bid","Paul Steinhauser","LAS VEGAS “ Former President Donald Trump tossed his hat into the 2024 ring this week but that likely won't clear the field in the battle for the Republican nomination.This weekend some of Trump's best-known potential GOP rivals will gather in Las Vegas for what's being viewed as the first major Republican cattle call in the burgeoning race for the White House.As Fox News first reported last month some of the biggest names in the GOP who are considered likely or possible White House contenders will be speaking at the Republican Jewish Coalition's (RJC) annual leadership meeting.","2022-11-18","07:00:52","foxnews.com"
"89"," Trump-DeSantis Collision Gets Closer at Early Showcase for 2024","Mark Niquette","(Bloomberg) -- Donald Trump and Ron DeSantis are on a collision course for the Republican 2024 nomination and like any good prize fight that battle is getting under way this weekend in Las Vegas. Most Read from Bloomberg The two star Republicans are addressing the Republican Jewish Coalition's annual meeting offering donors who are antsy about a third Trump campaign a chance to closely eyeball whether DeSantis is the candidate to move the party forward. Load Error The former president went first with remarks via a video link while DeSantis fresh off a landslide re-election victory will headline the gala dinner at a meeting that's billed as the first major event with potential 2024 Republican candidates.","2022-11-19","23:00:00","msn.com"
"90"," Ron DeSantis Reportedly Waiting For Trump To 'Punch Himself Out' Of Presidential Race","Mary Penfuss","Will right-wing media still cover for Trump? What Jack Smith will bring to the federal Trump investigations Twitter limps on gutted by Musk layoffs Lauren SÃ¡nchez says she's going to space with an all-female crew in 2023 Legal Analysists Discuss Special Counsel Appointment for Trump Investigation 'I will continue the fight': Jim Obergefell discusses Senate bill to protect same-sex marriage and what more can be done ˜A revolution not a protest': How the international community can support Iran Investigators say 'physical struggle' happened before Idaho killings fear grows in community CNN visits US-Mexico border where migrants wait to cross into US Over six feet of snow slams western New York two reported dead from 'cardiac arrest' Naomi Biden gets married at White House Buffalo battered by 6 feet of snow as Hochul activates National Guard to clean up Hear Trump's response to Garland's Special Counsel appointment The coordinated efforts to reframe American history in schools Rep.","2022-11-20","02:15:00","msn.com"
"91"," Pence commends leaders of both parties for Jan. 6 handling","Olivia Olander","Former Vice President Mike Pence commended leaders of both parties for working to certify the results of the presidential election on Jan. 6 2021 in an interview airing Sunday on CBS' Face the Nation. I give credit to the leaders in both political parties that day ... There was a unanimous agreement that whatever needed to be done we needed to reconvene the Congress Pence told host Margaret Brennan. Pence mentioned speaking to House Speaker Nancy Pelosi and other congressional leaders amid the chaos that disrupted the certification but didn't name anyone else.","2022-11-20","14:45:00","msn.com"
"92"," War Crimes Prosecutor Will Decide Whether Trump Gets Charged","Jose Pagliery","Attorney General Merrick Garland announced Friday that he had appointed a special counsel to weigh criminal charges against former President Donald Trump over two ongoing investigations: Trump's potential mishandling and retention of classified materials and his efforts to overturn the 2020 election.'The Department of Justice has long recognized that in certain extraordinary cases it is in the public interest to appoint a special prosecutor to independently manage an investigation and prosecution' Garland said Friday at the DOJ building in Washington D.","2022-11-18","18:59:41","thedailybeast.com"
"93"," Cruz slams 'politicized' Biden DOJ for appointing Trump special counsel: 'Absolutely disgraceful'","FIRST ON FOX:","FIRST ON FOX: Sen. Ted Cruz slammed the Biden administration saying it has thoroughly politicized and weaponized the Justice Department while telling Fox News that the appointment of a special counsel to investigate former President Trump is absolutely disgraceful. Historic compensation deal approved at COP27 Nancy Pelosi's Legacy and Final Political Masterclass Underwhelming midterms performance sparks GOP blame game Biden's granddaughter holds wedding at White House Musk to restore Trump","2022-11-20","12:15:00","msn.com"
"94"," Idaho AG-elect hires former Trump administration attorneys","Associated Press","BOISE Idaho (AP) ” Idaho will add a new position of solicitor general to challenge federal government actions and policies when Republican Raul Labrador becomes the state's new attorney general in early January. Labrador on Thursday announced two staff positions to be filled by former members of President Donald Trump's administration: David Dewhirst will be Labrador's chief deputy and Theo Wold will be the solicitor general. Neither is listed by the Idaho State Bar as authorized to practice law in Idaho.","2022-11-18","22:15:00","msn.com"
"95"," 2024 Republican rivals put Trump on notice","Alex Isenstadt","LAS VEGAS ” If former President Donald Trump thought his early 2024 announcement would cow prospective Republican primary rivals into submission he clearly miscalculated. At this weekend's Republican Jewish Coalition conference a parade of ambitious Republicans hit all the notes that politicians eyeing future campaigns for the White House typically do. Their tones and messages varied ” few called out Trump by name ” but collectively they made clear they are not going to back down to the former president after a third consecutive poor election with him at the helm.","2022-11-20","21:00:00","msn.com"
"96"," Who is Jack Smith","Lauren Egan","WASHINGTON ” Jack Smith the special counsel in the Trump investigations most recently served as the chief prosecutor for the special court in The Hague where he investigated war crimes committed during the Kosovo War. Before The Hague Smith served as the vice president of litigation for the Hospital Corporation of America the nation's largest non-governmental healthcare provider. Load Error Smith began his prosecutorial career in 1994 as an assistant district attorney with the New York County District Attorney's Office.","2022-11-18","21:00:00","msn.com"
"97"," Lauren Boebert declares victory in unexpectedly tight House race","mjankowicz@businessinsider.com","Photos from Republican election night events across the US show widespread disappointment as candidates and their constituents awaited a red wave that never came. Big ticket names like Colorado Rep. Lauren Boebert trailed in the polls after expecting to easily clinch their races proving a more successful night for Democrats than initially expected. Another major setback for Republicans Tuesday night came when Democratic candidate John Fetterman won Pennsylvania's open Senate seat against Dr.","2022-11-18","12:30:00","msn.com"
"98"," Elon Musk reinstates Trump's Twitter account","  ","Tesla and SpaceX CEO Elon Musk started buying Twitter stock on an almost-daily basis in January. By the spring Musk had accumulated a 9.2% share in Twitter making him its biggest shareholder. Shortly after it was revealed that Musk was going to join its board. Messages between Musk and Agrawal were released in September as part of a lawsuit Twitter filed against Musk. Hey Elon - great to be connected directly. Would love to chat Agrawal said in a message to Musk on March 27. Musk Agrawal and Twitter chair Bret Taylor met for a meal near San Jose on March 31.","2022-11-20","02:15:00","msn.com"
"99"," Trump Lashes Out at Appointment of DOJ Special Counsel","Claire Hansen","Former President Donald Trump lashed out Friday against the Justice Department following the appointment of a special counsel to take over two ongoing criminal probes involving him saying that he was 'not going to partake' in the investigations and deriding the move as 'the worst politicization of justice in our country.' Trump's comments made to Fox News Digital came shortly after Attorney General Merrick Garland named Jack Smith as a special counsel tasked with taking charge of the investigation into Trump's handling of classified documents and state secrets as well as the probe into the role of Trump and others in the violent Jan.","2022-11-18","23:45:00","msn.com"
"100"," Appointment of special counsel to investigate Trump won't satisfy Merrick Garland's critics","Michael Isikoff","Attorney General Merrick Garland's appointment of a special counsel to oversee investigations into former President Donald Trump 'was not legally necessary' and is unlikely to satisfy Garland's critics given that he maintains the ultimate power to approve or reject any prosecutorial decisions according to a former independent counsel appointed during the administration of President George H.W. Bush. Load Error 'It's not going to prevent the critics from attacking the investigations as political' Michael Zeldin a former career prosecutor and independent counsel said Friday on the Yahoo News Skullduggery podcast.","2022-11-19","02:00:00","msn.com"
"101"," Appointment of special counsel to investigate Trump won't satisfy critics of Merrick Garland","Michael Isikoff","Attorney General Merrick Garland's appointment of a special counsel to oversee investigations into Donald Trump 'was not legally necessary' and is unlikely to satisfy critics given that he maintains the ultimate power to approve or reject any prosecutorial decisions according to a former independent counsel who probed actions during the administration of President George H.W. Bush. Load Error 'It's not going to prevent the critics from attacking the investigations as political' Michael Zeldin a former career prosecutor and independent counsel said Friday on the Yahoo News Skullduggery podcast.","2022-11-19","01:45:00","msn.com"
"102"," The Memo: Trump and Garland go to war on special counsel","Niall Stanage","The full impact of former President Trump's decision to again seek the presidency became clear for the first time on Friday ” but not in the way Trump wanted. Attorney General Merrick Garland announced the appointment of a special counsel to helm two big investigations surrounding Trump ” one pertaining to attempts to overturn the 2020 presidential election and the other into the handling of sensitive documents that ended up at Trump's Mar-a-Lago resort in Florida. Load Error Garland has appointed career prosecutor Jack Smith to the role.","2022-11-19","00:15:00","msn.com"
"103"," Trump encourages GOP to 'fight' special counsel decision as Republicans attack DOJ","Rebecca Shabad","WASHINGTON ” Former President Donald Trump lashed out Friday at the Department of Justice after Attorney General Merrick Garland announced he was appointing a special counsel to oversee the investigations into Trump's handling of classified documents found at his Mar-a-Lago home and his role in the Jan. 6 attack on the Capitol. In an interview with Fox News Trump said he has been going through this for six years referring to various investigations into his actions including both impeachments and special counsel Robert Mueller's Russia probe.","2022-11-18","22:15:00","msn.com"
"104"," Garland Just Undermined Himself by Naming a Trump Special Counsel","Shan Wu","Attorney General Merrick Garland's appointment of a Special Counsel to oversee two investigations involving former President Donald Trump turns the use of a special counsel into a political football that undermines much of the work Garland has done to de-politicize the Justice Department. This was not Garland's intention. No Garland's intention was no doubt to continue seeking to undo the harm his predecessor Bill Barr did and restore the faith of the country in the integrity of DOJ. Garland has taken many successful steps towards this aim including renewing DOJ's commitment to the Hatch Act and there is little doubt that he is personally a man with great moral integrity.","2022-11-19","17:30:00","msn.com"
"105"," Trump's rivals court his donors as '24 primary season begins","Steve Peoples","LAS VEGAS ” Republicans considering a 2024 run for the White House will assemble in Las Vegas this weekend with anxious donors and activists openly considering whether or not to support Donald Trump for a third straight time.The former president will be among the only major Republican prospects not in attendance for the Republican Jewish Coalition's annual leadership meeting which organizers suggest marks the unofficial beginning of the 2024 presidential primary campaign season.Trump will speak but just by video conference while leading rivals including Florida Gov.","2022-11-18","17:40:27","washingtonpost.com"
"106"," Musk restores Trump's Twitter account after online poll","Business Writer","LOS ANGELES (AP) ” Elon Musk reinstated Donald Trump's account on Twitter on Saturday reversing a ban that has kept the former president off the social media site since a pro-Trump mob attacked the U.S. Capitol on Jan. 6 2021 as Congress was poised to certify Joe Biden's election victory. Musk made the announcement in the evening after holding a poll that asked Twitter users to click 'yes' or 'no' on whether Trump's account should be restored. The 'yes' vote won with 51.2%. 'The people have spoken.","2022-11-20","01:45:00","msn.com"
"107"," Elon Musk says Trump's Twitter account will be reinstated","Mike Blake/Reuters","Elon Musk announced Saturday night that he will be reinstating the Twitter account of former President Donald Trump. Lauren SÃ¡nchez says she's going to space with an all-female crew in 2023 Legal Analysists Discuss Special Counsel Appointment for Trump Investigation 'I will continue the fight': Jim Obergefell discusses Senate bill to protect same-sex marriage and what more can be done ˜A revolution not a protest': How the international community can support Iran Investigators say 'physical struggle' happened before Idaho killings fear grows in community CNN visits US-Mexico border where migrants wait to cross into US Over six feet of snow slams western New York two reported dead from 'cardiac arrest' Naomi Biden gets married at White House Buffalo battered by 6 feet of snow as Hochul activates National Guard to clean up Hear Trump's response to Garland's Special Counsel appointment The coordinated efforts to reframe American history in schools Rep.","2022-11-20","02:00:00","msn.com"
"108"," Musk restores Trump's Twitter account after online poll","Alex Veiga","Comment on this story Comment Gift Article Share  LOS ANGELES ” Elon Musk reinstated Donald Trump's account on Twitter on Saturday reversing a ban that has kept the former president off the social media site since a pro-Trump mob attacked the U.S. Capitol on Jan. 6 2021 as Congress was poised to certify Joe Biden's election victory. Wp Get the full experience. Choose your plan ArrowRight Musk made the announcement in the evening after holding a poll that asked Twitter users to click 'yes' or 'no' on whether Trump's account should be restored.","2022-11-20","01:04:02","washingtonpost.com"
"109"," Bill Maher mocks Garland's special counsel appt: After two years","Joseph Wulfsohn","Friday Nightcap: A political whirlwind DOJ names special counsel in Trump probes Experts lay out Trump's possible crimes in Georgia election probe Lawrence: Trump will lose more sleep because of DOJ special prosecutor George Conway reacts to special counsel appointment Twitter employees receive ultimatum from CEO Elon Musk Joy Reid: Musk facilitated return of fascist trolls to 'fix' Twitter in name of 'free speech' Examining the future of social media amid Twitter's upheaval Legal expert: Mar-a-Lago docs possession is open and shut case that doesn't need special counsel Biden turns 80 as he weighs reelection bid Trump claims special counsel investigation will 'not be fair' Clyburn: ˜Foolishness' of GOP agenda will send them ˜deep in the minority' Rep.","2022-11-19","06:45:00","msn.com"
"110"," Biden's 80th birthday raises questions about 2024 political viability","Naomi Lim","President Joe Biden's 80th birthday Sunday coincides with his looming decision as the country's oldest commander in chief to seek reelection in 2024. Load Error But despite Democrats outperforming expectations in the midterm elections some members particularly younger more liberal or ambitious lawmakers have already unsheathed their political knives and called for change after Biden pledged to be a bridge to the next generation of leaders two years ago. BIDEN'S FOREIGN TRIP TAKES SERIOUS TURN WITH MISSILE INCIDENT ON NATO TERRITORY Former first lady Michelle Obama whose husband former President Barack Obama declined to endorse Biden until after the 2020 primary had concluded did not encourage Biden to run this week insisting it is a personal decision.","2022-11-20","11:45:00","msn.com"
"111"," What is a special counsel?","Jared Gans","Jack Smith has been appointed special counsel to oversee two criminal probes surrounding Donald Trump that could see charges brought against the former president. Attorney General Merrick Garland announced the appointment on Friday three days after Trump launched his 2024 White House bid. Garland said he decided it would be in the public's interest to appoint a special counsel given several factors including Trump's announcement and President Biden's own statements that he intends to run for reelection.","2022-11-18","22:45:00","msn.com"
"112"," Fact check: Trump responds to special counsel news with debunked claim about Obama and the Bushes","Daniel Dale","CNN ”  In former President Donald Trump's first extended response to Attorney General Merrick Garland's Friday announcement that he had appointed a special counsel to oversee the criminal investigation into Trump's retention of government documents after he left office Trump defended himself with dishonesty “ repeating his false and thoroughly debunked claims about how other ex-presidents handled official records.  Trump speaking Friday night at a gala at his Mar-a-Lago resort and residence asked why there is not an investigation into 'all of the other presidents that preceded me' including but not limited to Republicans George H.","2022-11-19","04:51:19","cnn.com"
"113"," Trump 2024 rivals court his donors as primary season begins","STEVE PEOPLES","LAS VEGAS ” Republicans considering a 2024 run for the White House will assemble in Las Vegas this weekend with anxious donors and activists openly considering whether or not to support Donald Trump for a third straight time.  The former president will be among the only major Republican prospects not in attendance for the Republican Jewish Coalition's annual leadership meeting which organizers suggest marks the unofficial beginning of the 2024 presidential primary campaign season.  Trump will speak but just by video conference while leading rivals including Florida Gov.","2022-11-18","17:39:11","startribune.com"
